custid,dropperc,KPI_DeviceSat,mins,consecmonths,income,KPI_NetworkQual,dataperc,long,age,datause,bill,calls,education,servcalls,dataplan,kids,churn_Y
984322,0.0188976377952756,0.0191044934818633,635,25,101.2,0.713182599,0.0,32,24,0,96.31,100,7,0,6144,1,0
123289,0.0253164556962025,0.0225461914381788,395,29,60.6,0.5244084920000001,0.306396484375,20,30,1255,134.39,64,6,0,4096,1,0
1989,0.0247422680412371,0.007584500792672459,485,12,109.4,0.740149873,0.290771484375,27,40,1191,155.14,103,10,0,4096,3,0
764845,0.0206422018348624,0.008165074672764259,436,29,67.3,0.5766812729999999,0.157877604166667,23,49,970,87.11,42,9,0,6144,0,0
189883,0.0152173913043478,0.0077106597144324706,460,17,41.4,0.206129064,0.125732421875,26,46,515,113.73,84,4,0,4096,1,0
527265,0.0224215246636771,0.0124104797161086,446,18,85.9,0.55568636,0.218912760416667,23,54,1345,145.32,61,8,0,6144,1,0
568981,0.0363128491620112,0.0156738151470531,358,25,100.3,0.439681931,0.147216796875,21,35,603,55.76,31,8,0,4096,5,0
840577,0.0162866449511401,0.0142683756258674,614,34,58.0,0.67244134,0.6962890625,36,40,1426,127.76,52,10,0,2048,1,0
573629,0.0144144144144144,0.0125010625464542,555,26,18.6,0.6602531070000001,0.078369140625,28,52,321,125.93,81,11,0,4096,4,0
397613,0.0186625194401244,0.00879794985131172,643,33,66.4,0.42586013,0.163736979166667,33,22,1006,144.41,51,8,0,6144,1,0
996784,0.018000000000000002,0.0131078963884692,500,16,83.6,0.588356,0.19482421875,25,42,399,113.35,53,9,0,2048,3,0
468509,0.0223214285714286,0.0237910946481611,448,23,85.4,0.755697721,0.67431640625,27,39,1381,146.33,61,5,0,2048,1,0
33179,0.0168067226890756,0.0187577522518243,595,30,86.7,0.535241194,0.27978515625,35,59,1146,88.91,73,7,0,4096,1,0
835720,0.0233160621761658,0.0160852903318347,386,16,67.4,0.590359394,0.1982421875,28,41,1218,59.06,79,9,0,6144,0,0
840418,0.0106007067137809,0.0213627337262619,566,30,50.3,0.655300173,0.3046875,31,36,1248,108.83,52,7,0,4096,2,0
517589,0.0175879396984925,0.0164541334669429,398,13,25.6,0.630570968,0.280517578125,21,44,1149,131.43,74,7,0,4096,1,0
509630,0.0193661971830986,0.0202949075086551,568,27,61.4,0.55568636,0.100830078125,29,36,413,105.6,56,12,0,4096,2,0
524174,0.0187793427230047,0.017205638353033,426,21,50.6,0.856387665,0.103515625,22,41,636,123.58,91,9,0,6144,2,0
953620,0.0186480186480186,0.0124574112129767,429,18,67.3,0.280732339,0.230224609375,23,40,943,139.64,100,6,0,4096,2,0
281508,0.01953125,0.0236632477278322,512,40,72.7,0.698695136,0.1455078125,36,46,596,95.32,94,9,0,4096,1,0
974341,0.0178970917225951,0.0177112818159277,447,31,81.8,0.71239533,0.16748046875,29,39,686,142.25,55,11,0,4096,0,0
593829,0.0155902004454343,0.0233968195500005,449,22,76.9,0.494816793,0.177001953125,23,36,725,108.63,87,13,0,4096,1,0
136420,0.0160919540229885,0.0171250844613335,435,30,57.2,0.637194809,0.40283203125,24,28,825,137.96,84,8,0,2048,0,0
515643,0.0162962962962963,0.0181475234375905,675,36,90.0,0.68596116,0.0559895833333333,36,34,344,104.06,76,16,0,6144,0,1
542268,0.02,0.0277375147259188,450,31,72.9,0.206129064,0.27197265625,25,44,557,77.03,70,10,0,2048,1,0
821774,0.0371621621621622,0.0152123246011025,296,23,79.2,0.488645921,0.0930989583333333,16,45,572,86.22,72,10,0,6144,3,0
343595,0.0151515151515152,0.0175359729489745,528,42,32.6,0.280732339,0.139322916666667,26,46,856,98.34,84,8,0,6144,1,0
531387,0.0225225225225225,0.0225334529041821,444,29,116.0,0.518515331,0.147298177083333,24,43,905,122.13,68,10,0,6144,1,0
912726,0.0227272727272727,0.0152416190164651,440,31,94.1,0.570390095,0.219970703125,24,74,901,115.25,88,8,0,4096,0,0
977084,0.0242130750605327,0.007351422635704078,413,31,57.6,0.83990507,0.204345703125,22,35,837,102.88,70,11,0,4096,0,0
148663,0.0281329923273657,0.0213256920210237,391,23,65.2,0.493775228,0.16796875,26,61,344,116.22,89,8,0,2048,0,0
379763,0.0163132137030995,0.0121440340359199,613,26,81.5,0.600171687,0.93017578125,32,36,1905,114.86,43,9,0,2048,4,0
311094,0.0175746924428823,0.0175880674077638,569,37,81.6,0.596008496,0.242513020833333,29,22,1490,185.59,83,8,0,6144,3,0
152104,0.0225409836065574,0.0202381481827383,488,32,96.7,0.736806298,0.06884765625,27,53,141,106.93,79,12,0,2048,1,0
719631,0.0211864406779661,0.0153186751587584,472,42,24.1,0.68596116,0.180419921875,23,47,739,97.88,34,8,0,4096,1,0
287360,0.0115774240231548,0.0238598606378895,691,29,68.8,0.696959938,0.11376953125,36,39,699,166.22,82,15,0,6144,1,0
312401,0.0160142348754448,0.0245588955585926,562,33,60.2,0.439681931,0.197509765625,29,56,809,115.36,81,8,0,4096,1,0
617145,0.0203761755485893,0.0167500785235315,638,7,85.7,0.42586013,0.186360677083333,33,50,1145,119.9,52,10,0,6144,1,0
964990,0.0294117647058824,0.0200997482896315,272,17,60.6,0.42586013,0.20361328125,15,51,417,83.8,69,8,0,2048,2,0
307686,0.0181818181818182,0.00668751999057112,495,29,98.5,0.57554101,0.0654296875,25,51,402,62.85,66,11,0,6144,2,0
450131,0.0190779014308426,0.0215862381901193,629,18,95.7,0.493775228,0.080078125,32,31,492,101.11,53,10,0,6144,0,0
586151,0.0137221269296741,0.0082865530002009,583,20,63.8,0.74156091,0.0846354166666667,30,45,520,129.68,77,9,0,6144,0,0
962874,0.0108695652173913,0.0164553352106455,644,21,91.9,0.637194809,0.405517578125,34,45,1661,51.69,45,12,0,4096,0,0
113320,0.0261044176706827,0.0169867719101177,498,23,79.6,0.376320628,0.03466796875,26,59,213,119.07,93,9,0,6144,2,0
929921,0.0167910447761194,0.0155388953888244,536,33,72.5,0.518515331,0.0721028645833333,49,39,443,92.68,82,8,0,6144,1,0
664056,0.0216450216450216,0.0168887459800523,462,26,93.3,0.8077399609999999,0.116536458333333,24,50,716,65.77,63,12,0,6144,0,0
397379,0.0293398533007335,0.0175243548900294,409,25,84.6,0.493775228,0.2607421875,25,41,1068,113.94,101,10,0,4096,5,0
72648,0.0180360721442886,0.0229996230131749,499,25,52.0,0.526147204,0.27376302083333304,26,34,1682,93.84,71,4,0,6144,0,0
197597,0.0306748466257669,0.00804146511897553,326,20,38.3,0.7467135090000001,0.243326822916667,18,43,1495,66.41,69,13,0,6144,0,0
276131,0.023454157782516003,0.020257285711877,469,51,51.9,0.465253994,0.292724609375,25,33,1199,101.47,33,11,0,4096,2,0
430023,0.0242914979757085,0.0225416583813961,494,26,22.2,0.698716806,0.072265625,26,46,444,108.42,54,7,0,6144,1,0
75410,0.01953125,0.0195459691721445,512,24,76.7,0.76433369,0.10107421875,27,51,621,102.77,110,10,0,6144,2,0
25947,0.0217917675544794,0.0197941821704219,413,28,31.3,0.52729759,0.208658854166667,24,30,1282,147.85,65,12,0,6144,1,0
555807,0.00829875518672199,0.0105297553031902,723,17,67.6,0.590359394,0.177978515625,36,64,729,149.56,58,13,0,4096,1,0
562686,0.0239234449760766,0.0194064937762814,418,25,85.0,0.206129064,0.41943359375,21,54,859,84.69,75,6,0,2048,0,0
433941,0.008086253369272241,0.00533536030826812,371,14,74.8,0.494816793,0.89599609375,22,37,1835,141.24,63,9,0,2048,1,0
726288,0.028169014084507005,0.0124104006359456,426,30,68.3,0.206129064,0.0,23,48,0,96.33,77,10,0,2048,1,0
275209,0.0125260960334029,0.0215954169378126,479,26,113.5,0.57554101,0.263916015625,24,49,1081,95.65,73,9,0,4096,0,0
699089,0.0236220472440945,0.0156756325534548,508,43,98.8,0.57554101,0.08447265625,27,35,173,135.57,57,10,0,2048,3,0
191635,0.0301204819277108,0.015938959159073,332,43,73.9,0.83990507,0.180338541666667,26,38,1108,153.1,93,11,0,6144,1,1
676853,0.0202020202020202,0.0210972873723005,495,27,40.3,0.126119755,0.0302734375,28,46,186,132.03,74,10,0,6144,0,0
480423,0.0235546038543897,0.00890258205173191,467,23,86.8,0.316290503,0.059326171875,24,42,243,74.56,48,6,0,4096,1,0
66383,0.0101010101010101,0.0157693852429605,693,13,79.7,0.762236806,0.117838541666667,54,66,724,113.59,63,8,0,6144,0,0
848144,0.0213776722090261,0.0216985815547222,421,26,75.9,0.55568636,0.2197265625,21,37,450,148.72,71,11,0,2048,0,0
108332,0.032258064516129,0.014818338325187,372,22,52.0,0.206129064,0.099365234375,21,51,407,118.02,52,9,0,4096,1,0
925580,0.0117647058823529,0.0174357655043756,510,30,72.8,0.504101766,0.114583333333333,27,49,704,127.92,93,10,0,6144,1,0
194312,0.0151285930408472,0.010331646616885,661,28,98.7,0.206129064,0.0,37,29,0,118.8,60,8,0,4096,0,0
958965,0.0109204368174727,0.0199432992003133,641,21,65.9,0.5766812729999999,0.11474609375,37,56,235,150.28,78,11,0,2048,1,0
648521,0.0161943319838057,0.0144552649277983,494,31,89.2,0.6581196579999999,0.0,25,46,0,65.77,97,9,0,6144,3,0
501634,0.0150862068965517,0.0197632917263367,464,28,57.3,0.655300173,0.137451171875,24,38,563,49.36,77,12,0,4096,1,0
330190,0.0229357798165138,0.0192228709056608,436,26,85.1,0.74156091,0.37109375,28,39,760,91.66,100,7,0,2048,0,0
20758,0.0143112701252236,0.0254123219415752,559,19,49.5,0.682172714,0.365234375,28,33,748,72.87,77,8,0,2048,0,0
617001,0.0201511335012594,0.0197473135464138,397,23,69.6,0.740149873,0.0,20,35,0,105.97,50,12,0,4096,1,0
247541,0.0153139356814701,0.0119713125849197,653,12,55.7,0.600171687,0.008544921875,34,48,35,56.25,80,5,0,4096,0,0
739592,0.0169491525423729,0.0238088501020625,472,33,62.1,0.736806298,0.05517578125,24,31,339,127.43,56,9,0,6144,0,0
764790,0.027972027972028,0.0253723182238157,429,25,94.0,0.764495202,0.3037109375,25,48,622,64.68,36,8,0,2048,0,1
63311,0.0215439856373429,0.0206536805624365,557,22,73.1,0.710411481,0.427490234375,37,52,1751,101.85,57,11,0,4096,2,0
535670,0.0272536687631027,0.0113252994416825,477,33,65.1,0.637437199,0.1533203125,26,63,314,83.87,80,10,0,2048,2,0
306554,0.0183028286189684,0.0105840390464441,601,24,80.1,0.465253994,0.13037109375,37,46,267,129.67,85,11,0,2048,1,0
826441,0.0197044334975369,0.0261704179727774,406,22,59.7,0.303557093,0.0,21,50,0,147.12,63,10,0,6144,1,0
886376,0.0158730158730159,0.0177985885741821,504,36,62.8,0.592689247,0.3896484375,27,49,798,91.17,71,9,0,2048,2,0
576629,0.0186915887850467,0.0193614887222597,535,34,60.5,0.694879192,0.51220703125,29,29,1049,59.78,63,8,0,2048,1,0
423808,0.0253164556962025,0.0062707765998534105,553,24,74.9,0.493775228,0.0,30,39,0,137.82,50,9,0,4096,0,0
97227,0.0136054421768707,0.0177842025920103,735,29,50.6,0.578274481,0.157389322916667,42,57,967,78.26,90,12,0,6144,2,0
567013,0.0150659133709981,0.00833677824095371,531,19,96.4,0.696959938,0.0927734375,27,60,190,81.47,81,7,0,2048,1,0
933419,0.0222634508348794,0.00927502369063141,539,38,45.8,0.701120968,0.149739583333333,31,49,920,44.24,95,13,0,6144,0,0
995425,0.00607287449392713,0.0120127533138129,494,45,64.3,0.73313783,0.69189453125,42,37,1417,110.92,81,8,0,2048,2,0
728335,0.028436018957346,0.0111375541150697,422,34,17.5,0.42586013,0.109375,22,54,672,98.62,60,12,0,6144,0,0
583583,0.0147058823529412,0.00986783857974199,476,23,60.5,0.659160634,0.226806640625,27,40,929,118.39,37,10,0,4096,2,0
57786,0.0129198966408269,0.0255734002140941,387,26,98.7,0.373971178,0.48486328125,28,59,993,96.92,14,8,0,2048,1,0
342866,0.0240137221269297,0.0175696358585176,583,24,102.8,0.206129064,0.685546875,30,44,1404,146.61,89,11,0,2048,1,0
985064,0.0115273775216138,0.0107290733275556,694,33,17.4,0.744360902,0.177001953125,35,42,725,105.11,95,9,0,4096,2,0
569601,0.0213592233009709,0.0245935118003452,515,33,86.4,0.480935685,0.118815104166667,30,29,730,89.1,104,13,0,6144,2,1
828242,0.0168711656441718,0.008091240846067379,652,19,90.8,0.71239533,0.0530598958333333,35,38,326,164.14,94,7,0,6144,2,0
22085,0.0305164319248826,0.0144027645134341,426,44,76.1,0.659160634,0.24609375,22,39,504,184.01,45,13,0,2048,2,0
866031,0.0234505862646566,0.0149811755107384,597,30,74.8,0.743207246,0.397216796875,32,44,1627,67.8,67,13,0,4096,0,0
627341,0.0272952853598015,0.0146086558204982,403,25,108.8,0.678190805,0.11083984375,21,43,454,67.54,64,7,0,4096,1,1
721434,0.00932835820895522,0.0215316523292517,536,44,44.4,0.83990507,0.253662109375,29,32,1039,55.46,88,12,0,4096,0,0
900987,0.0232945091514143,0.0105126495350577,601,11,35.6,0.713182599,0.62109375,33,42,1272,129.23,70,14,0,2048,2,0
238518,0.0209205020920502,0.0195247649016353,478,14,89.4,0.504101766,0.4912109375,34,54,2012,143.6,89,8,0,4096,1,0
977423,0.0451388888888889,0.008018999768919479,288,19,97.4,0.716983294,0.3505859375,16,48,718,155.23,70,13,0,2048,2,0
501147,0.0147991543340381,0.0208266976599197,473,0,57.5,0.6793432159999999,0.52197265625,24,42,1069,118.75,51,8,0,2048,4,0
143255,0.0185567010309278,0.0152623783708772,485,36,90.7,0.678190805,0.0,26,54,0,110.35,70,8,0,4096,1,0
735799,0.0241758241758242,0.0191458607468089,455,25,53.7,0.713182599,0.4228515625,35,30,866,133.33,85,13,0,2048,1,0
849059,0.0158013544018059,0.0230745695543459,443,26,74.7,0.6952925190000001,0.184326171875,23,25,755,67.77,64,13,0,4096,3,0
85013,0.0210016155088853,0.0187883086470598,619,0,95.1,0.596008496,0.08740234375,42,44,358,107.92,69,9,0,4096,1,0
115401,0.0238095238095238,0.0189554733989422,420,33,102.5,0.676293785,0.3369140625,22,43,1380,53.72,82,7,0,4096,0,0
776781,0.0286975717439294,0.015802303242795,453,26,41.7,0.500946611,0.11181640625,33,39,687,120.86,60,12,0,6144,1,0
85990,0.0166358595194085,0.0165883026031805,541,28,99.4,0.465253994,0.0242513020833333,28,33,149,75.69,75,11,0,6144,0,0
868780,0.0255102040816327,0.0109856623822271,588,9,79.8,0.316290503,0.236002604166667,32,40,1450,104.19,87,9,0,6144,1,0
451962,0.0497925311203319,0.0202499995871468,241,23,61.6,0.518515331,0.36328125,15,46,1488,139.88,43,7,0,4096,3,0
651817,0.0221606648199446,0.0145599203034515,361,32,94.1,0.792060408,0.116048177083333,18,31,713,88.47,67,12,0,6144,1,0
631761,0.0137404580152672,0.0165765199419741,655,26,80.1,0.666347695,0.083984375,34,44,344,102.67,88,7,0,4096,1,0
414701,0.0111287758346582,0.0071281647891512905,629,20,70.1,0.480705402,0.56640625,35,29,1160,183.4,80,9,0,2048,2,0
971385,0.0167714884696017,0.0117247325586894,477,24,65.4,0.83990507,0.149251302083333,25,29,917,166.59,110,9,0,6144,2,0
432379,0.0205831903945112,0.0172103975833428,583,18,69.1,0.52729759,0.270263671875,29,44,1107,117.17,84,9,0,4096,3,0
494242,0.0222841225626741,0.0165478023073637,359,15,66.7,0.637194809,0.5361328125,18,33,1098,66.56,87,11,0,2048,4,0
862490,0.0108108108108108,0.0229545604182986,555,35,81.2,0.83990507,0.0271809895833333,29,49,167,92.28,84,10,0,6144,1,0
351240,0.0176470588235294,0.00960750464875555,510,28,59.1,0.7603546409999999,0.2265625,26,45,1392,103.84,75,10,0,6144,3,0
800201,0.0214592274678112,0.0180545747554818,466,21,73.6,0.570390095,0.205240885416667,27,40,1261,95.33,102,7,0,6144,1,0
862405,0.0125195618153365,0.009437375561162321,639,21,62.6,0.636124276,0.0,36,40,0,133.52,77,17,0,6144,1,0
301703,0.0128939828080229,0.0180256739043308,698,27,56.5,0.752001893,0.42236328125,45,42,865,124.58,68,9,0,2048,2,0
825291,0.0229445506692161,0.00815220805518002,523,16,100.8,0.180675803,0.107666015625,28,32,441,101.56,47,9,0,4096,0,0
453500,0.0154559505409583,0.0202064483465331,647,43,77.4,0.549088394,0.0732421875,33,41,150,75.96,116,9,0,2048,0,0
577219,0.0174418604651163,0.0107608908910292,516,21,71.2,0.316290503,0.129069010416667,31,19,793,121.64,90,11,0,6144,1,0
55867,0.0150659133709981,0.0203425577941443,531,15,85.0,0.699822899,0.34521484375,26,36,707,161.78,64,8,0,2048,3,0
491313,0.0169204737732657,0.0140875207051329,591,7,83.0,0.5587315279999999,0.142903645833333,30,39,878,110.53,82,7,0,6144,2,0
775610,0.0148305084745763,0.0155471260272175,472,30,96.2,0.280732339,0.037109375,29,49,76,99.33,105,12,0,2048,2,0
104981,0.0311688311688312,0.0170574917241611,385,38,48.4,0.467185722,0.62060546875,20,28,1271,89.84,67,8,0,2048,3,0
361950,0.0136518771331058,0.0172712608460507,586,36,74.7,0.699822899,0.3359375,30,40,688,73.64,75,13,0,2048,2,0
946402,0.0176991150442478,0.0132419886626123,565,18,59.4,0.480705402,0.0,33,50,0,53.92,61,6,0,2048,0,0
804313,0.0268456375838926,0.0183477862917403,447,18,41.9,0.666486778,0.182373046875,27,36,747,143.94,61,10,0,4096,2,0
36883,0.0309859154929577,0.00692133804415807,355,23,52.7,0.280732339,0.30322265625,18,58,1242,56.46,105,7,0,4096,2,0
420481,0.0142857142857143,0.0094612855092976,630,33,82.5,0.5766812729999999,0.121744791666667,32,18,748,67.35,36,6,0,6144,1,0
830064,0.0200445434298441,0.014655499767636002,449,26,78.1,0.280732339,0.157063802083333,25,31,965,197.21,87,9,0,6144,1,0
584221,0.0173010380622837,0.0191033355010148,578,36,71.9,0.856387665,0.181640625,32,28,744,121.29,68,11,0,4096,0,0
704075,0.0211864406779661,0.010428549347209,472,22,55.6,0.762236806,0.16015625,24,40,984,160.56,56,10,0,6144,0,0
745771,0.0269151138716356,0.0103804993646696,483,42,99.1,0.596008496,0.40625,26,37,832,87.98,65,4,0,2048,1,0
147617,0.0215311004784689,0.0100865619124498,418,41,103.8,0.82300172,0.146647135416667,21,38,901,101.3,62,10,0,6144,3,0
561147,0.0363636363636364,0.0188756499698729,275,36,109.4,0.701120968,0.1484375,14,34,608,91.36,97,9,0,4096,1,1
909474,0.0180360721442886,0.0117670761551273,499,38,104.5,0.67244134,0.0595703125,31,37,366,111.86,53,6,0,6144,1,0
924441,0.0206896551724138,0.0266388896476169,435,17,77.0,0.7603546409999999,0.0,24,23,0,119.75,74,10,0,2048,1,0
114990,0.0150537634408602,0.0110713125849197,465,25,72.1,0.439681931,0.8525390625,24,37,1746,120.2,73,12,0,2048,3,0
458455,0.017825311942959,0.0099680409137138,561,40,73.1,0.588356,0.199381510416667,42,42,1225,113.06,60,11,0,6144,0,0
878200,0.0131386861313869,0.0170872311032771,685,25,106.5,0.7086083609999999,0.26676432291666696,47,51,1639,95.46,31,6,0,6144,1,0
258119,0.0166666666666667,0.0202990437407299,540,16,85.5,0.494816793,0.13916015625,28,49,570,124.12,84,9,0,4096,0,0
651957,0.028322440087146,0.0140911396572899,459,28,42.5,0.707910246,0.615234375,26,54,1260,95.89,62,5,0,2048,0,0
80363,0.0130505709624796,0.0162012601058321,613,22,71.4,0.771366181,0.27587890625,41,31,1695,135.5,57,7,0,6144,1,0
693412,0.0151260504201681,0.0165249548247237,595,26,80.8,0.383460895,0.0,30,52,0,153.59,56,10,0,6144,1,0
140201,0.0185497470489039,0.011842185843889,593,16,79.2,0.659160634,0.136555989583333,30,53,839,87.99,98,7,0,6144,1,0
968074,0.00975609756097561,0.0195705046916681,615,42,63.5,0.630570968,0.6201171875,32,47,1270,113.29,97,7,0,2048,3,0
997591,0.0191204588910134,0.0198391423116507,523,18,93.3,0.716983294,0.133056640625,28,49,545,115.25,39,9,0,4096,1,0
25834,0.0198019801980198,0.00988112572208018,404,19,65.8,0.494816793,0.089599609375,20,50,367,158.8,80,7,0,4096,1,0
948561,0.0217391304347826,0.00742869104350195,506,23,30.2,0.81213076,0.2919921875,26,45,1794,95.39,98,12,0,6144,1,0
906382,0.0118343195266272,0.0219339641831621,676,21,45.0,0.713182599,0.2099609375,37,54,1290,89.54,87,13,0,6144,1,0
874740,0.0219224283305228,0.0129242973843039,593,9,79.7,0.5244084920000001,0.0,29,34,0,129.56,41,9,0,4096,3,0
954848,0.0173076923076923,0.0105643590304236,520,22,37.8,0.465253994,0.3798828125,29,49,778,137.02,59,12,0,2048,0,0
460738,0.0178041543026706,0.0178279573445524,337,18,102.7,0.83990507,0.91650390625,21,54,1877,79.26,67,9,0,2048,1,0
270719,0.0232558139534884,0.0209843695791318,430,27,34.3,0.303557093,0.5517578125,24,44,1130,125.5,17,8,0,2048,1,0
814630,0.0132743362831858,0.00989418217042194,678,28,43.3,0.655300173,0.2421875,35,38,496,96.5,81,12,0,2048,3,0
833062,0.0202205882352941,0.0232901342329732,544,37,92.9,0.630777366,0.53173828125,29,39,1089,125.34,99,8,0,2048,1,0
810842,0.0214797136038186,0.0202275789516138,419,39,81.2,0.600171687,0.31884765625,27,32,653,156.89,87,9,0,2048,1,0
247282,0.0164835164835165,0.0211636923604651,546,20,67.1,0.274056334,0.28466796875,31,54,1749,115.27,52,11,0,6144,1,0
543311,0.0172413793103448,0.0331852016624499,638,18,69.9,0.588356,0.15185546875,32,43,933,53.88,105,8,0,6144,1,0
75389,0.0264900662251656,0.00670288297891213,453,18,114.7,0.526147204,0.161865234375,27,47,663,132.98,42,9,0,4096,0,0
158015,0.0122448979591837,0.00948072910250135,735,31,10.8,0.180675803,0.11669921875,66,47,717,95.82,90,8,0,6144,1,0
902649,0.0136986301369863,0.0187897203091962,584,34,84.1,0.504101766,0.26009114583333304,31,23,1598,50.17,56,9,0,6144,2,0
657331,0.0288184438040346,0.008752336188167271,347,31,90.0,0.518515331,0.06298828125,18,54,258,143.54,52,11,0,4096,1,0
340853,0.013136288998358,0.015596087325219,609,18,72.2,0.792060408,0.365234375,30,37,748,113.0,65,9,0,2048,1,0
790917,0.0175097276264591,0.0141203238128727,514,33,73.4,0.5766812729999999,0.0009765625,30,30,4,77.9,91,6,0,4096,2,0
434558,0.0144329896907217,0.0205351369228867,485,19,53.9,0.7603546409999999,0.38232421875,24,31,783,91.01,88,11,0,2048,2,0
342845,0.0153321976149915,0.0216483778707415,587,25,116.6,0.5766812729999999,0.139973958333333,31,46,860,100.92,71,10,0,6144,3,0
516311,0.0214876033057851,0.0138043234913599,605,24,89.6,0.692288578,0.0,37,39,0,98.7,73,7,0,4096,2,0
579344,0.0122887864823349,0.0194767943702613,651,13,59.6,0.578274481,0.21728515625,32,36,1335,116.11,70,12,0,6144,0,0
891730,0.0118518518518519,0.0181282916376557,675,39,25.1,0.76433369,0.66943359375,40,33,1371,127.66,55,8,0,2048,1,0
172033,0.020952380952381,0.0116921905951399,525,31,63.6,0.588356,0.24658203125,45,38,1010,86.65,87,8,0,4096,2,0
245209,0.0168067226890756,0.0148977290285052,595,24,68.2,0.588356,0.294921875,36,38,1208,86.18,83,8,0,4096,2,0
504206,0.0212355212355212,0.0182891994642045,518,21,37.5,0.622294372,0.765625,30,40,1568,94.51,18,8,0,2048,0,0
412699,0.0229508196721311,0.0228086440496626,305,26,62.7,0.764495202,0.141845703125,20,47,581,98.93,77,11,0,4096,0,0
539934,0.0339506172839506,0.009347966711987107,324,15,112.3,0.753356481,0.205078125,17,39,1260,74.64,46,11,0,6144,0,0
894999,0.0175438596491228,0.0136799440260259,399,23,75.7,0.67244134,0.092529296875,23,44,379,87.53,91,9,0,4096,2,0
358362,0.0177935943060498,0.0187853879812435,562,27,56.4,0.7603546409999999,0.6220703125,29,40,1274,73.82,84,15,0,2048,2,0
756126,0.0177619893428064,0.004973215290772321,563,16,78.4,0.280732339,0.175048828125,30,51,717,119.31,62,8,0,4096,2,0
423671,0.0551470588235294,0.0174662178745041,272,26,65.1,0.699822899,0.2568359375,14,28,526,111.05,61,15,0,2048,0,1
793250,0.0182149362477231,0.0208931488826105,549,22,82.9,0.504723331,0.2890625,34,36,592,153.03,100,10,0,2048,2,0
149876,0.0157232704402516,0.0145538565600889,636,49,87.9,0.600171687,0.0655924479166667,32,30,403,145.43,50,9,0,6144,1,0
269997,0.00647948164146868,0.02224238419252,463,21,94.3,0.578274481,0.44140625,27,36,1808,56.47,65,8,0,4096,1,0
820346,0.0220440881763527,0.0213572494324215,499,8,46.5,0.624139796,0.4033203125,29,34,826,82.03,67,7,0,2048,3,0
584965,0.0395778364116095,0.0204137350258383,379,24,98.9,0.636124276,0.21240234375,19,47,435,112.07,38,10,0,2048,3,1
77343,0.0101180438448567,0.0111227994920132,593,30,83.7,0.518515331,0.43310546875,35,54,1774,197.69,48,8,0,4096,1,0
695260,0.0169779286926995,0.0180256739043308,589,26,56.6,0.280732339,0.0771484375,30,35,474,61.66,76,10,0,6144,1,0
847750,0.0270880361173815,0.0193787632450979,443,31,81.9,0.526147204,0.0712890625,24,63,292,81.18,74,12,0,4096,0,0
757689,0.0130081300813008,0.014731197178597,615,19,62.0,0.563376754,0.337158203125,33,67,1381,115.41,94,13,0,4096,0,0
948375,0.0268948655256724,0.0169481899688904,409,25,84.1,0.5587315279999999,0.48291015625,24,42,989,38.26,62,6,0,2048,2,0
699377,0.0273972602739726,0.0169985811492796,438,21,58.8,0.570390095,0.08203125,25,37,336,93.98,80,9,0,4096,1,0
985850,0.018058690744921,0.0260636923604651,443,11,111.6,0.7251544259999999,0.52001953125,29,37,1065,141.76,72,7,0,2048,2,0
607718,0.024330900243309,0.0159901087705331,411,21,62.6,0.674769965,0.21728515625,23,38,445,130.39,94,8,0,2048,0,0
919651,0.0196506550218341,0.0183048750602904,458,26,62.4,0.707910246,0.142822265625,27,51,585,53.61,106,7,0,4096,0,0
58072,0.0238568588469185,0.009710012762961859,503,26,73.5,0.52729759,0.135986328125,26,33,557,88.48,67,10,0,4096,1,0
903173,0.0211038961038961,0.0186308989037659,616,27,82.9,0.662148594,0.0929361979166667,34,64,571,126.63,47,12,0,6144,0,0
28102,0.0,0.019485334602052,546,13,85.3,0.7251544259999999,0.138346354166667,27,33,850,91.37,100,11,0,6144,1,0
559469,0.0279329608938547,0.0189235673668736,358,33,74.4,0.457870484,0.54052734375,19,37,1107,104.39,56,10,0,2048,2,0
104275,0.012448132780083,0.0152799921556785,482,38,90.4,0.55568636,0.141438802083333,31,53,869,114.59,83,14,0,6144,0,0
170756,0.0123456790123457,0.0190574099978056,729,35,46.5,0.752654679,0.38818359375,40,39,795,144.34,61,8,0,2048,1,0
145405,0.0117845117845118,0.0128340892890196,594,31,94.9,0.707910246,0.13427734375,59,52,825,83.48,70,8,0,6144,2,0
349315,0.0170940170940171,0.0125178125351213,468,34,58.4,0.856387665,0.0,27,43,0,78.13,65,6,0,4096,3,0
923142,0.011037527593819,0.0199465141851046,453,44,92.4,0.753356481,0.40185546875,26,39,1646,141.9,69,10,0,4096,1,0
658521,0.0117994100294985,0.0205017756034994,678,8,52.1,0.373971178,0.220703125,38,44,904,111.07,45,11,0,4096,1,0
526600,0.0183908045977011,0.0198305074520255,435,23,75.5,0.683470195,0.13427734375,23,52,550,115.8,61,8,0,4096,1,0
428115,0.0153846153846154,0.00746970874407699,585,16,73.6,0.55568636,0.0,30,38,0,110.21,71,12,0,2048,0,0
493627,0.0193798449612403,0.0204262337855935,516,28,58.0,0.7292331459999999,0.017578125,27,28,108,155.23,77,10,0,6144,1,0
113837,0.020703933747412,0.00661931048705867,483,20,85.5,0.548771407,0.25390625,25,40,1040,60.6,62,10,0,4096,2,0
696438,0.0236686390532544,0.0200321847378569,338,31,77.9,0.7467135090000001,0.018798828125,19,51,77,162.2,34,13,0,4096,1,0
